Category,Setting,Diagnosis,Year,Month,Date,Count
Mood Disorders (Excluding Depression),Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,6,Jun-21,1
Non-Mood Psychotic Disorders,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,3,Mar-20,1
Non-Mood Psychotic Disorders,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,7,Jul-21,1
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,1,Jan-20,1
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,2,Feb-20,1
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,3,Mar-20,2
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,5,May-20,1
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,6,Jun-20,2
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,7,Jul-20,2
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,10,Oct-20,1
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,12,Dec-20,1
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,1,Jan-21,1
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,2,Feb-21,3
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,4,Apr-21,1
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,5,May-21,2
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,6,Jun-21,2
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,7,Jul-21,2
Obesity,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,10,Oct-21,3
Pneumonia,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,4,Apr-20,1
Pneumonia,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,6,Jun-20,1
Pneumonia,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,1,Jan-21,2
Pneumonia,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,2,Feb-21,2
Pneumonia,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,6,Jun-21,2
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,1,Jan-20,1
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,2,Feb-20,1
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,3,Mar-20,1
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,4,Apr-20,4
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,7,Jul-20,1
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,8,Aug-20,1
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,10,Oct-20,3
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,12,Dec-20,2
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,1,Jan-21,3
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,2,Feb-21,1
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,3,Mar-21,3
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,4,Apr-21,1
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,5,May-21,2
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,6,Jun-21,2
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,7,Jul-21,2
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,8,Aug-21,1
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,9,Sep-21,1
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,10,Oct-21,3
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,11,Nov-21,2
Respiratory Arrest/Failure,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,12,Dec-21,2
Sepsis,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,1,Jan-20,1
Sepsis,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,4,Apr-20,1
Sepsis,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,7,Jul-20,1
Sepsis,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,12,Dec-20,1
Sepsis,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,2,Feb-21,2
Sepsis,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,7,Jul-21,1
Sepsis,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,8,Aug-21,1
Sepsis,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,9,Sep-21,1
Sepsis,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,12,Dec-21,1
Substance Use Disorders,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,8,Aug-20,1
Substance Use Disorders,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,10,Oct-20,1
Substance Use Disorders,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2020,11,Nov-20,1
Substance Use Disorders,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,2,Feb-21,3
Substance Use Disorders,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,4,Apr-21,2
Substance Use Disorders,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,5,May-21,1
Substance Use Disorders,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,6,Jun-21,2
Substance Use Disorders,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,11,Nov-21,1
Substance Use Disorders,Ambulatory Surgery,Secondary (COVID-19 Not Primary),2021,12,Dec-21,1
Anxiety,Emergency Dept,Primary,2020,1,Jan-20,1
Anxiety,Emergency Dept,Primary,2020,8,Aug-20,1
Anxiety,Emergency Dept,Primary,2021,5,May-21,1
Anxiety,Emergency Dept,Primary,2021,7,Jul-21,1
Asthma,Emergency Dept,Primary,2020,1,Jan-20,1
Asthma,Emergency Dept,Primary,2020,7,Jul-20,1
Asthma,Emergency Dept,Primary,2020,11,Nov-20,1
Asthma,Emergency Dept,Primary,2021,1,Jan-21,2
Asthma,Emergency Dept,Primary,2021,12,Dec-21,1
Cancer,Emergency Dept,Primary,2020,1,Jan-20,13
Cancer,Emergency Dept,Primary,2020,2,Feb-20,14
Cancer,Emergency Dept,Primary,2020,3,Mar-20,16
Cancer,Emergency Dept,Primary,2020,4,Apr-20,3
Cancer,Emergency Dept,Primary,2020,5,May-20,7
Cancer,Emergency Dept,Primary,2020,6,Jun-20,10
Cancer,Emergency Dept,Primary,2020,7,Jul-20,10
Cancer,Emergency Dept,Primary,2020,8,Aug-20,12
Cancer,Emergency Dept,Primary,2020,9,Sep-20,7
Cancer,Emergency Dept,Primary,2020,10,Oct-20,10
Cancer,Emergency Dept,Primary,2020,11,Nov-20,8
Cancer,Emergency Dept,Primary,2020,12,Dec-20,20
Cancer,Emergency Dept,Primary,2021,1,Jan-21,16
Cancer,Emergency Dept,Primary,2021,2,Feb-21,12
Cancer,Emergency Dept,Primary,2021,3,Mar-21,8
Cancer,Emergency Dept,Primary,2021,4,Apr-21,13
Cancer,Emergency Dept,Primary,2021,5,May-21,12
Cancer,Emergency Dept,Primary,2021,6,Jun-21,10
Cancer,Emergency Dept,Primary,2021,7,Jul-21,15
Cancer,Emergency Dept,Primary,2021,8,Aug-21,22
Cancer,Emergency Dept,Primary,2021,9,Sep-21,9
Cancer,Emergency Dept,Primary,2021,10,Oct-21,17
Cancer,Emergency Dept,Primary,2021,11,Nov-21,11
Cancer,Emergency Dept,Primary,2021,12,Dec-21,15
Cardiac Arrest,Emergency Dept,Primary,2020,1,Jan-20,1081
Cardiac Arrest,Emergency Dept,Primary,2020,2,Feb-20,925
Cardiac Arrest,Emergency Dept,Primary,2020,3,Mar-20,999
Cardiac Arrest,Emergency Dept,Primary,2020,4,Apr-20,956
Cardiac Arrest,Emergency Dept,Primary,2020,5,May-20,987
Cardiac Arrest,Emergency Dept,Primary,2020,6,Jun-20,932
Cardiac Arrest,Emergency Dept,Primary,2020,7,Jul-20,1140
Cardiac Arrest,Emergency Dept,Primary,2020,8,Aug-20,1068
Cardiac Arrest,Emergency Dept,Primary,2020,9,Sep-20,933
Cardiac Arrest,Emergency Dept,Primary,2020,10,Oct-20,979
Cardiac Arrest,Emergency Dept,Primary,2020,11,Nov-20,1036
Cardiac Arrest,Emergency Dept,Primary,2020,12,Dec-20,1466
Cardiac Arrest,Emergency Dept,Primary,2021,1,Jan-21,1412
Cardiac Arrest,Emergency Dept,Primary,2021,2,Feb-21,1035
Cardiac Arrest,Emergency Dept,Primary,2021,3,Mar-21,1017
Cardiac Arrest,Emergency Dept,Primary,2021,4,Apr-21,897
Cardiac Arrest,Emergency Dept,Primary,2021,5,May-21,831
Cardiac Arrest,Emergency Dept,Primary,2021,6,Jun-21,870
Cardiac Arrest,Emergency Dept,Primary,2021,7,Jul-21,870
Cardiac Arrest,Emergency Dept,Primary,2021,8,Aug-21,1005
Cardiac Arrest,Emergency Dept,Primary,2021,9,Sep-21,920
Cardiac Arrest,Emergency Dept,Primary,2021,10,Oct-21,992
Cardiac Arrest,Emergency Dept,Primary,2021,11,Nov-21,941
Cardiac Arrest,Emergency Dept,Primary,2021,12,Dec-21,1087
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Primary,2020,2,Feb-20,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Primary,2020,3,Mar-20,2
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Primary,2020,5,May-20,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Primary,2020,6,Jun-20,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Primary,2020,10,Oct-20,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Primary,2020,12,Dec-20,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Primary,2021,3,Mar-21,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Primary,2021,5,May-21,2
COVID-19,Emergency Dept,Primary,2020,4,Apr-20,41
COVID-19,Emergency Dept,Primary,2020,5,May-20,23
COVID-19,Emergency Dept,Primary,2020,6,Jun-20,34
COVID-19,Emergency Dept,Primary,2020,7,Jul-20,68
COVID-19,Emergency Dept,Primary,2020,8,Aug-20,51
COVID-19,Emergency Dept,Primary,2020,9,Sep-20,29
COVID-19,Emergency Dept,Primary,2020,10,Oct-20,20
COVID-19,Emergency Dept,Primary,2020,11,Nov-20,53
COVID-19,Emergency Dept,Primary,2020,12,Dec-20,300
COVID-19,Emergency Dept,Primary,2021,1,Jan-21,259
COVID-19,Emergency Dept,Primary,2021,2,Feb-21,53
COVID-19,Emergency Dept,Primary,2021,3,Mar-21,24
COVID-19,Emergency Dept,Primary,2021,4,Apr-21,11
COVID-19,Emergency Dept,Primary,2021,5,May-21,3
COVID-19,Emergency Dept,Primary,2021,6,Jun-21,8
COVID-19,Emergency Dept,Primary,2021,7,Jul-21,15
COVID-19,Emergency Dept,Primary,2021,8,Aug-21,51
COVID-19,Emergency Dept,Primary,2021,9,Sep-21,40
COVID-19,Emergency Dept,Primary,2021,10,Oct-21,33
COVID-19,Emergency Dept,Primary,2021,11,Nov-21,36
COVID-19,Emergency Dept,Primary,2021,12,Dec-21,29
Depression,Emergency Dept,Primary,2020,5,May-20,1
Depression,Emergency Dept,Primary,2020,10,Oct-20,1
Depression,Emergency Dept,Primary,2020,11,Nov-20,1
Diabetes,Emergency Dept,Primary,2020,1,Jan-20,5
Diabetes,Emergency Dept,Primary,2020,2,Feb-20,1
Diabetes,Emergency Dept,Primary,2020,3,Mar-20,3
Diabetes,Emergency Dept,Primary,2020,4,Apr-20,2
Diabetes,Emergency Dept,Primary,2020,5,May-20,6
Diabetes,Emergency Dept,Primary,2020,6,Jun-20,2
Diabetes,Emergency Dept,Primary,2020,7,Jul-20,5
Diabetes,Emergency Dept,Primary,2020,8,Aug-20,4
Diabetes,Emergency Dept,Primary,2020,9,Sep-20,4
Diabetes,Emergency Dept,Primary,2020,10,Oct-20,2
Diabetes,Emergency Dept,Primary,2020,11,Nov-20,6
Diabetes,Emergency Dept,Primary,2020,12,Dec-20,5
Diabetes,Emergency Dept,Primary,2021,1,Jan-21,4
Diabetes,Emergency Dept,Primary,2021,2,Feb-21,5
Diabetes,Emergency Dept,Primary,2021,3,Mar-21,2
Diabetes,Emergency Dept,Primary,2021,4,Apr-21,2
Diabetes,Emergency Dept,Primary,2021,5,May-21,3
Diabetes,Emergency Dept,Primary,2021,6,Jun-21,1
Diabetes,Emergency Dept,Primary,2021,7,Jul-21,4
Diabetes,Emergency Dept,Primary,2021,8,Aug-21,2
Diabetes,Emergency Dept,Primary,2021,9,Sep-21,1
Diabetes,Emergency Dept,Primary,2021,10,Oct-21,7
Diabetes,Emergency Dept,Primary,2021,11,Nov-21,3
Diabetes,Emergency Dept,Primary,2021,12,Dec-21,4
Hypertension,Emergency Dept,Primary,2020,1,Jan-20,7
Hypertension,Emergency Dept,Primary,2020,2,Feb-20,7
Hypertension,Emergency Dept,Primary,2020,3,Mar-20,3
Hypertension,Emergency Dept,Primary,2020,4,Apr-20,10
Hypertension,Emergency Dept,Primary,2020,5,May-20,12
Hypertension,Emergency Dept,Primary,2020,6,Jun-20,7
Hypertension,Emergency Dept,Primary,2020,7,Jul-20,7
Hypertension,Emergency Dept,Primary,2020,8,Aug-20,10
Hypertension,Emergency Dept,Primary,2020,9,Sep-20,6
Hypertension,Emergency Dept,Primary,2020,10,Oct-20,7
Hypertension,Emergency Dept,Primary,2020,11,Nov-20,6
Hypertension,Emergency Dept,Primary,2020,12,Dec-20,11
Hypertension,Emergency Dept,Primary,2021,1,Jan-21,15
Hypertension,Emergency Dept,Primary,2021,2,Feb-21,10
Hypertension,Emergency Dept,Primary,2021,3,Mar-21,8
Hypertension,Emergency Dept,Primary,2021,4,Apr-21,2
